Date,Time,Latitude (DD),Longitude (DD),GPS Alt (m),ETS Triggered,BMP180 Temp (*C),BMP180 Pressure (Pa),BMP180 Alt (m),CO2 (ppm),OZ (ppb),CH4 (ppm),UV Index,One-Wire Temp (*F),Red Pressure Temp (*C),Red Pressure Temp (*F),Red Pressure (mb),Red Alt (m),Red Alt Change from Startup (m)
02/19/2023,16:24:22,0,0,0,0,22.30,98219,261.95,<400,20,10.94,0.01,71.99,23.09,73.58,971.30,165.87,0.87
02/19/2023,16:24:23,0,0,0,0,22.30,98220,261.87,<400,20,10.94,0.01,71.99,23.10,73.58,971.40,165.00,0.00
02/19/2023,16:24:25,0,0,0,0,22.30,98225,261.52,<400,20,10.94,0.01,71.99,23.12,73.60,971.10,167.60,2.61
02/19/2023,16:24:27,0,0,0,0,22.30,98221,261.27,<400,20,10.94,0.01,71.99,23.12,73.62,971.40,165.00,0.00
02/19/2023,16:24:29,0,0,0,0,22.30,98214,261.52,<400,20,10.94,0.01,71.99,23.13,73.63,971.20,166.73,1.74
02/19/2023,16:24:31,0,0,0,0,22.30,98218,261.36,<400,20,10.94,0.01,71.99,23.14,73.65,971.40,165.00,0.00
02/19/2023,16:24:33,0,0,0,0,22.30,98227,262.38,<400,20,10.94,0.01,71.99,23.15,73.69,971.30,165.87,0.87
02/19/2023,16:24:36,0,0,0,0,22.30,98217,262.29,<400,20,10.94,0.01,71.99,23.16,73.69,971.20,166.73,1.74
02/19/2023,16:24:38,0,0,0,0,22.30,98220,261.78,<400,20,10.94,0.01,71.99,23.16,73.71,971.30,165.87,0.87
02/19/2023,16:24:39,0,0,0,0,22.30,98221,261.52,<400,20,10.94,0.01,71.99,23.18,73.72,971.40,165.00,0.00
02/19/2023,16:24:41,0,0,0,0,22.30,98223,261.70,<400,20,10.94,0.01,71.99,23.19,73.74,971.40,165.00,0.00
02/19/2023,16:24:43,0,0,0,0,22.40,98221,261.52,<400,20,10.94,0.01,71.99,23.20,73.76,971.20,166.73,1.74
02/19/2023,16:24:44,0,0,0,0,22.30,98222,261.70,<400,20,10.94,0.01,71.99,23.21,73.76,971.20,166.73,1.74
02/19/2023,16:24:47,0,0,0,0,22.40,98212,261.78,<400,20,10.94,0.01,71.99,23.22,73.80,971.00,168.46,3.47
02/19/2023,16:24:48,0,0,0,0,22.40,98212,262.29,<400,20,10.94,0.01,72.10,23.23,73.81,971.50,164.14,-0.87
02/19/2023,16:24:49,0,0,0,0,22.40,98210,261.70,<400,20,10.94,0.01,71.99,23.24,73.83,971.20,166.73,1.74
02/19/2023,16:24:51,0,0,0,0,22.40,98225,262.21,<400,20,10.94,0.01,71.99,23.25,73.85,971.30,165.87,0.87
02/19/2023,16:24:53,0,0,0,0,22.40,98217,261.95,<400,20,10.94,0.01,71.99,23.26,73.87,971.30,165.87,0.87
02/19/2023,16:24:54,0,0,0,0,22.40,98220,261.52,<400,20,10.94,0.01,71.99,23.28,73.87,971.20,166.73,1.74
02/19/2023,16:24:58,0,0,0,0,22.40,98221,261.78,<400,20,10.94,0.01,71.99,23.28,73.90,971.10,167.60,2.61
02/19/2023,16:24:59,0,0,0,0,22.40,98213,261.61,<400,20,10.94,0.01,71.99,23.28,73.92,971.30,165.87,0.87
02/19/2023,16:24:59,0,0,0,0,22.40,98222,261.27,<400,20,10.94,0.01,72.10,23.30,73.94,971.20,166.73,1.74
02/19/2023,16:25:00,0,0,0,0,22.40,98224,261.27,<400,20,10.94,0.01,71.99,23.31,73.98,971.40,165.00,0.00
02/19/2023,16:25:01,0,0,0,0,22.40,98205,260.93,<400,20,10.94,0.01,72.10,23.32,73.98,971.10,167.60,2.61
02/19/2023,16:25:03,0,0,0,0,22.50,98222,261.01,<400,20,10.94,0.01,71.99,23.34,74.01,971.20,166.73,1.74
02/19/2023,16:25:04,0,0,0,0,22.50,98222,261.52,<400,20,10.94,0.01,72.10,23.35,74.03,971.30,165.87,0.87
02/19/2023,16:25:06,0,0,0,0,22.50,98221,261.44,<400,20,10.94,0.01,72.10,23.35,74.05,971.10,167.60,2.61
02/19/2023,16:25:08,0,0,0,0,22.50,98226,260.93,<400,20,10.94,0.01,72.10,23.37,74.07,971.20,166.73,1.74
